,Название,Сеть,Адрес,Город,Оборудование в магазине,Статус поддержки,tClients,name_combined,adr_tocheck,geometry.location.lat,geometry.location.lng,formatted_address,locality,administrative_area_level_2,administrative_area_level_1,route,street_number
260,1069135,Теле-2,"Реутов, ул. Октября 10",,1069135_ESL-SES,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",1 069 135," Реутов, ул. Октября 10",55.7517954,37.8586947,"ул. Октября, 10, Реутов, Московская обл., Россия, 143965",Реутов,Городской округ Реутов,Московская область,улица Октября,10
261,1039614,Теле-2,"г. Химки, Дружба 1а",,1039614_ESL-SES,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",1 039 614," г. Химки, Дружба 1а",55.8940553,37.44394870000001,"Химки, Московская обл., Россия",Химки,Городской округ Химки,Московская область,,
262,133110,Теле-2,Москва_Белорусская_ул_Тверская_Застава_3_Афимолл_2_TOS,,133110_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",133 110, Москва_Белорусская_ул_Тверская_Застава_3_Афимолл_2_TOS,55.775553,37.5821847,"пл. Тверская Застава, 3-160, Москва, Россия, 123056",Москва,Москва,Москва,площадь Тверская Застава,3-160
263,133066,Теле-2,"Москва_Полежаевская_Хорошевское шоссе, д.27_ТРЦ Хорошо_Релокация_TOS",,133066_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",133 066," Москва_Полежаевская_Хорошевское шоссе, д.27_ТРЦ Хорошо_Релокация_TOS",55.777285,37.523278,"Хорошёвское ш., 27, Москва, Россия, 123007",Москва,Москва,Москва,Хорошёвское шоссе,27
264,133013,Теле-2,МО_Одинцовский_го_село_Юдино_55Е_ТЦ_ОдиПарк_TOS,,133013_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",133 013, МО_Одинцовский_го_село_Юдино_55Е_ТЦ_ОдиПарк_TOS,55.6538668,37.1781823,"55Е, Юдино, Московская обл., Россия, 143081",Юдино,Одинцовский городской округ,Московская область,,
265,126926,Теле-2,Москва_ул_Академика_Алиханова_д4_ТЦ_Грис_Молл_126926_TOS,,126926_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",126 926, Москва_ул_Академика_Алиханова_д4_ТЦ_Грис_Молл_126926_TOS,55.9287819,37.5452965,"ул. Академика Алиханова, 4, Москва, Россия, 127495",Москва,Москва,Москва,улица Академика Алиханова,4
266,123442,Теле-2,Москва_Кузьминки_ул_Зеленодольская_вл_42_ТЦ_Кузьминки_Молл_TOS,,123442_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",123 442, Москва_Кузьминки_ул_Зеленодольская_вл_42_ТЦ_Кузьминки_Молл_TOS,55.7013565,37.7639349,"ТРЦ Кузьминки Молл, ул. Зеленодольская, 42, Москва, Россия, 109462",Москва,Москва,Москва,улица Зеленодольская,42
267,142488,Теле-2,Москва_Кузьминки_пр-т_Волгоградский_82/37_Cofix_TRS,,142488_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",142 488, Москва_Кузьминки_пр-т_Волгоградский_82/37_Cofix_TRS,55.704621,37.7671,"Волгоградский пр-т., 82/37, Москва, Россия, 109443",Москва,Москва,Москва,Волгоградский проспект,82/37
268,1043903,Теле-2,Москва_Рассказовка_дер_Рассказовка_ул_Корнея_Чуковского_д_2_ТЦ_Сказка_TOS,,1043903_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",1 043 903, Москва_Рассказовка_дер_Рассказовка_ул_Корнея_Чуковского_д_2_ТЦ_Сказка_TOS,55.6343457,37.3343469,"ул. Корнея Чуковского, 2, Рассказовка, Москва, Россия, 119634",Рассказовка,Москва,Москва,улица Корнея Чуковского,2
269,945258,Теле-2,Москва_Теплый стан_Новоясеневский проспект_д_1_ТРЦ Спектр_TOS,,945258_,Нет активной поддержки,"Московский филиал ООО ""2 МОБАЙЛ""",945 258, Москва_Теплый стан_Новоясеневский проспект_д_1_ТРЦ Спектр_TOS,55.6193961,37.5093756,"Новоясеневский пр., д.1, Москва, Россия, 117574",Москва,Москва,Москва,Новоясеневский проспект,д.1
270,1083912,Теле-2,"г. Кемерово, пр-т Молодежный, д. 2а",,1083912_ESL-SES,Нет активной поддержки,"Кемеровский филиал ООО ""Т2 Мобайл""",1 083 912," г. Кемерово, пр-т Молодежный, д. 2а",55.3285324,86.1233912,"просп. Молодежный, 2А, Кемерово, Кемеровская обл., Россия, 650070",Кемерово,город Кемерово,Кемеровская область,проспект Молодежный,2А
271,130090,Теле-2,"г. Кемерово, пр-т Шахтеров, д. 54",,130090_ESL-ZKong,Нет активной поддержки,"Кемеровский филиал ООО ""Т2 Мобайл""",130 090," г. Кемерово, пр-т Шахтеров, д. 54",55.4009548,86.1184191,"просп. Шахтёров, 54, Кемерово, Кемеровская обл., Россия, 650002",Кемерово,город Кемерово,Кемеровская область,проспект Шахтёров,54
272,115036,Теле-2,"г. Новокузнецк, ул. Кирова, д. 55, ТРЦ СитиМолл",,115036_ESL-ZKong,Нет активной поддержки,"Кемеровский филиал ООО ""Т2 Мобайл""",115 036," г. Новокузнецк, ул. Кирова, д. 55, ТРЦ СитиМолл",53.7586477,87.1376573,"ул. Кирова, 55, Новокузнецк, Кемеровская обл., Россия, 654080",Новокузнецк,город Новокузнецк,Кемеровская область,улица Кирова,55
273,127878,Теле-2,"г. Новокузнецк, ул. ДОЗ, д. 10А",,127878_ESL-ZKong,Нет активной поддержки,"Кемеровский филиал ООО ""Т2 Мобайл""",127 878," г. Новокузнецк, ул. ДОЗ, д. 10А",53.7803181,87.1258294,"ул. Доз, 10А, Новокузнецк, Кемеровская обл., Россия, 654005",Новокузнецк,город Новокузнецк,Кемеровская область,улица Доз,10А
274,137711,Теле-2,"г. Новокузнецк, пр-т Запсибовцев, д. 16, ТЦ Бриз",,137711_,Архивный,"Кемеровский филиал ООО ""Т2 Мобайл""",137 711," г. Новокузнецк, пр-т Запсибовцев, д. 16, ТЦ Бриз",53.8986892,87.1283831,"просп. Запсибовцев, 16 б, Новокузнецк, Кемеровская обл., Россия, 654054",Новокузнецк,город Новокузнецк,Кемеровская область,проспект Запсибовцев,16 б
275,746760,Теле-2,"г. Ачинск, 6-й Микрорайон, д. 8",,746760_ESL-SES,Нет активной поддержки,"Красноярский филиал ООО ""Т2 Мобайл""",746 760," г. Ачинск, 6-й Микрорайон, д. 8",56.2360841,90.4903153,"Ачинск, Красноярский край, Россия",Ачинск,город Ачинск,Красноярский край,,
276,746767,Теле-2,"г. Красноярск, пр-т им. газеты Красноярский рабочий, д. 27",,746767_ESL-SES,Нет активной поддержки,"Красноярский филиал ООО ""Т2 Мобайл""",746 767," г. Красноярск, пр-т им. газеты Красноярский рабочий, д. 27",56.0237005,93.02188369999999,"строение 4, просп. имени газеты Красноярский Рабочий, 27, Красноярск, Красноярский край, Россия, 660004",Красноярск,город Красноярск,Красноярский край,проспект имени газеты Красноярский Рабочий,27
